,TMC,Severity,Distance(mi),Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset
205804,201.0,2,0.0,46.9,71.0,29.95,10.0,4.6,0,0,0,0,0,0,0,0,1,1,0,0,0
44939,201.0,2,0.0,82.0,54.0,29.94,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2291570,201.0,2,0.0,73.4,65.0,30.1,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1
2128872,201.0,3,0.0,25.0,88.0,29.89,4.0,15.0,0,0,0,0,1,0,0,0,0,0,0,0,0
874508,201.0,2,0.0,53.0,86.0,30.23,9.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0
532565,201.0,3,0.0,57.0,33.0,27.4,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522366,201.0,3,0.0,66.9,93.0,30.08,5.0,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0
1082778,201.0,2,0.0,59.0,67.0,26.81,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976428,201.0,3,0.0,64.0,38.0,29.78,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
804875,201.0,2,0.0,82.0,60.0,29.82,10.0,9.0,0,0,1,1,0,0,0,0,0,0,0,1,0
2119498,241.0,3,0.0,50.0,96.0,29.91,2.5,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1
121239,201.0,2,0.01,59.0,94.0,29.92,7.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1
2343081,201.0,2,0.0,64.0,70.0,30.18,10.0,13.8,0,0,0,0,0,0,0,0,0,0,0,1,0
1910000,201.0,3,4.21999979019,80.1,35.0,30.1,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
616739,201.0,2,0.0,76.0,80.0,29.09,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
202677,241.0,3,0.01,37.0,70.0,30.4,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,1
242596,241.0,3,0.01,58.5,47.0,30.09,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1050021,241.0,2,0.0,80.0,47.0,29.95,10.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768686,201.0,2,0.0,77.0,66.0,30.17,10.0,8.1,0,0,1,0,0,0,0,0,1,0,0,1,1
1201374,201.0,3,0.0,43.0,82.0,29.98,10.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1620447,201.0,2,0.0,84.9,49.0,29.86,10.0,12.7,0,0,0,0,0,0,0,0,0,0,0,1,0
1191383,201.0,2,0.460000008345,80.0,52.0,28.68,10.0,10.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1787495,201.0,2,0.0,89.1,70.0,29.9,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1219845,201.0,4,9.81999969482,61.0,93.0,28.92,6.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813770,241.0,3,2.3099999427799998,68.4,77.0,30.18,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,1,1
1756354,201.0,3,0.0,71.6,100.0,30.09,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1217247,201.0,3,0.0,80.0,48.0,29.4,10.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
277231,201.0,2,0.01,74.8,87.0,30.02,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1986344,201.0,3,0.0,78.1,66.0,30.07,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
744817,201.0,2,0.0,28.0,63.0,30.18,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,1
303829,201.0,2,0.0,90.0,57.0,29.96,10.0,17.3,0,0,0,0,0,0,0,0,0,0,0,1,0
487432,201.0,2,0.0,87.8,58.0,29.91,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,1,0
1208801,201.0,2,0.0,39.0,82.0,29.38,10.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893439,245.0,2,0.0,73.4,94.0,29.95,10.0,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0
1624780,201.0,2,1.04999995232,59.0,81.0,29.91,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1
300856,201.0,2,0.0,82.9,65.0,30.04,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
13327,201.0,2,0.01,64.9,56.0,29.98,1.8,13.8,0,0,0,0,0,0,0,0,0,0,0,1,0
2031247,406.0,3,1.17999994755,68.0,40.0,30.26,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
503847,201.0,3,0.0,61.0,87.0,30.12,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
555271,201.0,2,0.0,78.0,62.0,29.01,10.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013924,201.0,2,0.0,54.0,41.0,29.87,10.0,21.9,0,0,0,0,0,0,0,0,0,1,0,0,0
715782,201.0,2,0.0,48.0,58.0,30.36,10.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
630594,201.0,2,0.0,53.0,96.0,29.63,10.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
415724,201.0,2,0.0,48.9,74.0,29.47,10.0,17.3,0,0,0,0,0,0,0,0,0,0,0,1,0
311681,245.0,3,0.0,57.2,94.0,29.96,8.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
359769,201.0,3,0.01,71.1,66.0,30.05,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1
1622701,201.0,3,0.0,82.9,67.0,30.15,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1639266,241.0,3,0.0,62.1,90.0,29.93,3.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
507805,201.0,2,0.0,80.1,74.0,30.05,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
798555,245.0,2,0.0,35.0,89.0,30.17,9.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1
105236,244.0,3,0.01,57.2,67.0,30.06,7.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1443841,201.0,3,0.0,41.0,62.0,30.19,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1695086,201.0,2,0.0,89.6,46.0,30.1,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
304578,229.0,2,0.0,97.0,39.0,30.03,10.0,3.5,1,0,1,0,0,0,0,0,1,0,0,1,0
1545041,201.0,2,0.0,43.0,86.0,29.5,10.0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1738348,201.0,2,0.0,89.1,59.0,30.01,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1662423,201.0,2,0.0,80.1,74.0,30.17,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1472966,201.0,2,0.0,51.1,100.0,29.9,0.2,8.1,0,0,0,0,0,0,0,0,0,0,0,1,1
1741291,201.0,2,0.0,73.9,93.0,30.16,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,1,0
664957,241.0,3,0.0,55.0,94.0,29.35,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1
979534,201.0,2,0.0,88.0,40.0,27.11,10.0,6.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1277250,241.0,2,0.0,46.4,100.0,29.95,2.5,6.9,0,0,0,0,1,0,0,0,0,0,0,0,0
661106,201.0,2,1.62000000477,45.0,93.0,28.95,0.25,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1
527519,201.0,2,0.0,58.0,46.0,29.95,10.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083291,201.0,2,0.18999999761599998,88.0,46.0,29.96,10.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0
789361,201.0,2,0.0,26.0,84.0,28.61,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1521839,201.0,2,0.0,43.7,91.0,30.39,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
917439,201.0,2,0.0,78.0,50.0,30.03,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
961722,201.0,2,0.0,107.0,13.0,28.69,10.0,7.0,0,1,0,0,0,0,0,0,0,0,1,0,0
1631048,201.0,2,14.8400001526,77.2,77.0,30.05,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
772646,201.0,2,0.0,-1.0,66.0,29.3,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1
157347,201.0,3,0.0,67.5,87.0,30.24,10.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2224397,201.0,2,0.0,69.1,39.0,30.07,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
971788,201.0,2,0.0,79.0,82.0,30.12,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642849,201.0,3,0.0,90.0,61.0,30.06,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1101944,201.0,2,0.0,72.0,84.0,29.66,8.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2107344,201.0,3,0.0,-5.8,65.0,30.37,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2277659,201.0,3,0.0,48.2,100.0,30.0,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0
312028,201.0,2,0.0,72.0,55.0,29.98,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,1,1
202016,241.0,3,0.01,46.9,46.0,29.47,10.0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,1
141116,201.0,2,0.0,81.0,82.0,30.03,1.8,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
356500,241.0,3,0.01,79.0,50.0,30.33,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1054915,201.0,2,0.0,82.0,49.0,30.09,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117256,201.0,2,1.40999996662,58.0,78.0,29.81,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226869,343.0,3,2.50999999046,54.0,37.0,29.14,10.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1
614059,201.0,2,0.0,50.0,32.0,29.88,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314733,201.0,2,0.0,75.9,35.0,30.05,10.0,10.4,0,0,0,0,1,0,0,0,0,0,0,0,0
517025,201.0,2,5.409999847409999,73.0,88.0,29.33,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
779957,241.0,3,1.53999996185,47.0,86.0,29.33,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2129475,201.0,2,0.0,69.1,93.0,29.89,9.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,1
2260492,201.0,2,0.0,33.1,64.0,29.96,9.0,21.9,0,0,0,0,0,0,0,0,0,1,0,0,0
1727330,201.0,2,0.0,66.0,93.0,30.07,6.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1579568,201.0,2,0.0,46.4,71.0,29.92,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
845966,201.0,3,0.0,50.0,93.0,28.98,3.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880495,201.0,3,0.0,57.9,81.0,29.84,10.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169263,201.0,2,0.0,70.0,78.0,29.96,10.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2029615,201.0,2,1.28999996185,37.9,62.0,30.07,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2402511,201.0,3,0.0,84.0,61.0,29.84,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1798542,201.0,2,0.0,79.0,94.0,29.94,9.0,4.6,0,0,0,0,0,0,0,0,0,0,0,1,1
513388,201.0,2,0.0,43.0,87.0,24.47,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1611342,201.0,2,0.0,50.0,77.0,30.07,10.0,8.1,0,0,0,0,0,0,0,0,0,1,0,0,1
122241,247.0,2,0.01,71.1,59.0,30.37,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1806983,201.0,2,0.0,78.1,39.0,29.88,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,1,0
2066955,201.0,3,0.0,21.9,85.0,30.16,0.8,9.2,0,0,0,0,0,0,0,0,0,0,0,0,1
2045011,201.0,2,0.0,70.0,33.0,29.98,10.0,18.4,0,0,0,0,0,0,0,0,0,1,0,0,0
1551610,236.0,3,0.0,41.0,36.0,30.12,10.0,4.6,0,0,1,0,0,0,0,0,0,0,0,0,0
452578,241.0,3,0.00999999977648,75.2,94.0,30.0,3.0,11.5,0,0,0,0,0,0,0,0,0,0,0,1,0
670341,201.0,3,0.0,24.0,65.0,29.79,10.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2408489,201.0,3,0.0,79.0,90.0,29.93,1.0,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1402498,245.0,2,0.0,51.1,86.0,30.02,2.5,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2201653,201.0,2,0.0,55.9,57.0,30.14,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
79067,201.0,2,0.0,62.6,77.0,29.98,7.0,5.8,0,0,0,0,0,0,0,0,1,0,0,0,1
2094481,201.0,2,0.0,41.0,100.0,30.28,0.8,6.9,0,0,1,0,0,0,0,0,0,0,0,1,0
719295,201.0,2,0.0,62.0,94.0,29.74,10.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211963,201.0,2,0.7400000095370001,51.0,50.0,29.35,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
51664,201.0,2,0.0,75.9,56.0,29.85,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,1
19817,201.0,3,0.0,73.9,37.0,29.94,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
894507,201.0,2,0.0,39.0,79.0,29.21,10.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
485393,201.0,2,0.0,80.1,71.0,29.91,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0
1868061,201.0,3,0.0,62.1,62.0,30.12,10.0,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0
911407,201.0,2,0.0,35.0,96.0,29.56,10.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
1068182,201.0,2,0.0,85.0,63.0,29.5,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
1200050,201.0,2,0.0,43.0,86.0,29.23,10.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379100,241.0,3,0.0,81.0,54.0,30.15,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1386386,201.0,2,0.0,66.2,32.0,30.15,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1353933,201.0,3,0.0,75.0,76.0,29.96,10.0,5.8,0,0,0,0,1,0,0,0,0,0,0,0,1
1783604,201.0,3,0.0,84.9,65.0,29.78,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
68526,201.0,3,0.01,57.0,89.0,30.04,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1816945,201.0,3,0.0,90.0,43.0,30.09,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1647685,201.0,3,2.03999996185,84.9,53.0,30.07,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
48687,241.0,2,0.0,82.9,42.0,29.98,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1541837,201.0,2,0.0,33.8,66.0,30.52,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,1,0
2352046,241.0,3,0.0,69.1,78.0,29.93,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2236102,201.0,2,0.0,59.4,62.0,30.04,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
366155,241.0,2,0.01,28.0,75.0,30.25,3.0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0
884957,245.0,3,0.0,50.0,86.0,29.9,10.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1361612,201.0,3,0.0,59.0,19.0,29.24,2.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734842,201.0,2,0.0,68.4,25.0,29.76,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1
834234,241.0,2,0.0,64.0,90.0,29.23,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
684272,222.0,3,0.0,52.0,49.0,28.89,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324920,201.0,3,0.460000008345,3.9,80.0,30.31,6.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1
966438,241.0,2,0.0,75.0,73.0,29.36,8.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151096,201.0,3,0.0,55.0,72.0,29.93,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
77890,201.0,3,0.0,84.0,32.0,29.89,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1275651,201.0,2,0.0,45.0,93.0,29.9,5.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1944727,201.0,2,0.879999995232,61.0,50.0,30.19,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
3396,201.0,2,0.0,80.6,34.0,30.02,10.0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0
516049,201.0,2,0.0,73.0,88.0,29.71,10.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0
283540,245.0,2,0.01,71.1,63.0,29.69,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1
2001688,201.0,2,0.0,69.1,63.0,29.96,10.0,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0
111768,201.0,2,0.01,82.4,32.0,30.03,8.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2334885,241.0,3,0.0,54.0,59.0,29.66,10.0,6.9,0,0,1,0,0,0,0,0,0,0,0,1,0
2404679,201.0,2,0.0,73.0,96.0,29.73,1.5,8.1,0,0,0,0,0,0,0,0,0,0,0,0,1
447566,222.0,2,0.00999999977648,59.9,59.0,30.3,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
520350,201.0,2,0.0,71.0,44.0,29.2,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375711,201.0,3,0.0,71.1,90.0,30.1,8.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,1
2095238,201.0,3,0.0,46.9,48.0,30.19,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1
1485688,201.0,2,0.0,41.0,65.0,30.06,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1373491,201.0,3,0.0,63.0,58.0,29.43,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
924190,201.0,3,0.0,72.0,84.0,29.72,10.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873266,201.0,2,0.0,68.0,73.0,30.06,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
172695,229.0,2,0.0,70.0,59.0,30.02,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,1
397326,241.0,2,0.0,57.2,88.0,29.87,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
765017,201.0,3,0.0,72.0,35.0,30.15,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
277001,201.0,2,0.01,64.9,93.0,30.07,10.0,6.9,1,0,0,0,0,0,0,0,1,0,0,1,0
1206910,201.0,3,0.0,74.0,82.0,29.83,8.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1463000,201.0,2,0.0,46.4,93.0,30.39,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1621538,201.0,2,0.0,66.0,65.0,29.94,10.0,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0
2151297,201.0,3,0.0,52.0,86.0,29.95,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1
2278484,201.0,3,0.0,39.0,93.0,30.13,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1
257690,201.0,3,0.0,79.0,34.0,30.01,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
227372,201.0,2,0.0,43.0,89.0,29.5,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1269572,241.0,3,4.5500001907300005,15.1,68.0,30.24,10.0,16.1,0,0,0,0,0,0,0,0,0,0,0,0,1
819658,201.0,2,0.0,57.0,73.0,29.74,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431285,201.0,2,0.0,73.0,55.0,29.86,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
667097,201.0,3,0.0,40.0,93.0,30.2,0.25,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1952504,241.0,3,0.0,46.9,71.0,29.85,10.0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,1
372589,201.0,2,0.01,46.4,43.0,30.41,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,1,0
1950388,201.0,2,0.0,73.0,73.0,29.45,10.0,24.2,0,0,1,0,0,0,0,0,0,0,0,0,0
1283323,201.0,3,0.0,51.8,100.0,29.6,5.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1547904,241.0,3,0.0,26.1,78.0,30.0,10.0,10.4,0,0,0,0,1,0,0,0,0,0,0,0,0
2093294,201.0,2,0.0,79.0,58.0,30.37,10.0,13.8,0,0,0,0,0,0,0,0,0,0,0,1,0
975671,201.0,2,0.0,61.0,78.0,30.15,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
433967,201.0,2,0.01,84.0,37.0,29.58,10.0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0
93354,201.0,2,0.0,87.1,44.0,29.95,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1258272,201.0,2,1.62000000477,75.0,44.0,30.0,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854390,201.0,2,0.0,72.0,87.0,29.96,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2427738,201.0,2,0.0,82.0,52.0,29.99,10.0,15.0,0,0,0,0,0,0,0,0,0,1,0,0,0
1035081,201.0,2,0.0,71.0,47.0,29.92,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2029571,201.0,3,0.0,73.4,38.0,30.25,10.0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1969550,201.0,3,0.0,63.0,67.0,29.36,10.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0
173937,201.0,3,0.0,69.1,68.0,29.92,10.0,13.8,0,0,1,0,0,0,1,0,1,0,0,0,0
1154298,201.0,2,0.0,84.0,46.0,29.66,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845876,201.0,2,0.0,62.1,80.0,29.88,10.0,8.1,0,0,0,0,1,0,0,0,0,0,0,0,1
957743,201.0,2,0.0,73.0,87.0,29.88,10.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0
266821,201.0,2,0.0,53.1,40.0,30.3,10.0,5.8,0,0,1,0,0,0,0,0,0,0,0,1,0
835013,201.0,2,0.0,54.0,90.0,29.93,2.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1121032,201.0,2,0.0,70.0,90.0,29.96,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
411513,201.0,2,0.01,66.0,90.0,30.17,6.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2397129,201.0,2,0.0,73.9,71.0,30.0,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2143577,241.0,3,0.0,21.9,89.0,30.07,5.0,19.6,0,0,0,0,0,0,0,0,0,0,0,0,1
1526392,201.0,2,0.0,31.6,88.0,30.12,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1396029,201.0,2,0.0,33.1,54.0,30.08,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1
359653,201.0,3,0.01,77.0,45.0,30.3,10.0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1110040,201.0,3,0.0,77.0,34.0,28.78,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
992005,201.0,2,0.0,75.0,90.0,29.96,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
544324,201.0,2,0.0,69.0,61.0,29.75,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
261969,201.0,2,0.0,52.0,97.0,29.86,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2436040,201.0,2,0.0,66.9,79.0,29.97,8.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
877437,201.0,3,0.0,45.0,86.0,29.95,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
942112,201.0,2,0.0,68.0,56.0,28.66,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126069,201.0,3,0.0,74.0,97.0,29.27,7.0,6.0,0,0,0,0,0,0,0,0,0,0,0,1,1
1547279,201.0,2,0.0,75.0,31.0,30.09,10.0,6.9,0,0,0,0,1,0,0,0,0,0,0,0,0
1339642,201.0,2,0.0,33.1,52.0,30.65,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
780694,201.0,2,0.0,42.0,92.0,28.87,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1
164228,201.0,2,0.01,44.2,84.0,30.25,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,1,0
370937,241.0,3,0.01,35.1,46.0,29.86,10.0,19.6,0,0,0,0,1,0,0,0,0,0,0,0,0
908286,201.0,3,0.0,51.0,54.0,29.85,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1
365132,201.0,2,0.01,62.1,75.0,29.91,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2233131,406.0,2,1.67999994755,43.0,82.0,29.79,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1
1866384,201.0,2,0.0,62.6,72.0,30.26,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,1
2443741,201.0,3,0.0,82.0,88.0,29.91,9.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2252868,201.0,2,0.0,43.0,76.0,30.22,10.0,12.7,0,0,0,0,0,0,0,0,0,0,0,1,0
41922,201.0,2,0.0,86.0,19.0,29.85,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
65407,201.0,3,0.01,59.0,44.0,30.24,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1053815,201.0,2,0.0,88.0,33.0,29.4,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
752527,201.0,2,0.0,52.0,66.0,30.06,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1970307,201.0,3,0.0,86.0,33.0,29.95,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1989273,201.0,3,2.22000002861,46.0,44.0,30.37,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1
1491588,201.0,2,0.0,50.0,80.0,29.92,7.0,10.4,0,0,0,0,0,0,0,0,0,0,0,1,0
827403,201.0,2,0.0,50.0,83.0,29.62,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
